text	pmcid	article_version	paragraph	sentence_range	rel	straininfo_si_id	straininfo_taxon	word_strain_qc	ner	word_qc_group	ontology_id	ontology_label	score_rel	ner_score	score_strain	strain_taxonomy_id	strain_taxonomy_label
Clean reads were obtained from raw data by removing reads containing adapter, ploy-N and low-quality read. Qualified sequences were mapped to the Trichodesmium erythraeum IMS101 genome ( https://www.ncbi.nlm.nih.gov/nuccore/NC_008312.1 ) by using Bowtie2-2.2.3 53 . Differential expression analysis for high/low pCO 2 with P limitation was performed using the DESeq2 R package 54 . The resulting p -values were adjusted using Benjamini and Hochberg’s approach for controlling the false discovery rate.	PMC9640675	PMC9640675.1	29	1-4	STRAIN-ORGANISM:INHABITS	212023	Trichodesmium	erythraeum ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.9942697286605835	0.7079334259033203	0.6558948755264282	NCBITaxon:1205	Trichodesmium
An A. macleodii strain , previously isolated from T. erythraeum IMS101 cultures, was shown to benefit from the demise of Trichodesmium ( 43 , 57 ), possibly suggesting a more complex interactive relationship between Trichodesmium and siderophore-producing bacteria.	PMC10734445	PMC10734445.1	14	3	STRAIN-ORGANISM:INHABITS	212023	Trichodesmium	t. erythraeum ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.9926398992538452	0.8442568778991699	0.7281960546970367	NCBITaxon:1205	Trichodesmium
After optimization using the EUB probe, we applied the protocol to investigate rbcL gene expression patterns in Trichodesmium as an example of mRNA transcriptional detection. Our analysis revealed heterogeneous rbcL gene expression in T. erythraeum IMS101 strain, with cells located in the middle of filaments showing no expression ( Figure 5 A).	PMC12681788	PMC12681788.1	45	1-2	STRAIN-ORGANISM:INHABITS	212023	Trichodesmium	t. erythraeum ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.9913138747215271	0.9681090712547302	0.7121003866195679	NCBITaxon:1205	Trichodesmium
Oligonucleotides were purchased from IDT. Gene blocks for CRISPR arrays were purchased from Twist Biosciences. The R6K plasmid for mate-out transposition assays was obtained from Addgene (#64968) 71 . The type I-F Vibrio cholerae HE-45 CAST was sub-cloned from Addgene (#130637 and #130633) 14 . The type V Scytonema hofmanni (Sh)CAST was obtained from Addgene (#127922) 15 . The type I-B Anabaena variabilis ATCC 29413 CAST was sub-cloned from Addgene (#168137) 16 .	PMC11300857	PMC11300857.1	28	1-6	STRAIN-ORGANISM:INHABITS	39514	Trichormus variabilis	atcc 29413	ORGANISM	anabaena variabilis	NCBITaxon:264691	Trichormus variabilis	0.9997842907905579	0.6778126955032349	0.7086663842201233	NCBITaxon:264691	Trichormus variabilis
In this study, we observed the life cycle, performed comparative transcriptomics, and sequenced a draft genome of Trichosphaerium sp. ATCC © 40318 ™ (referred hereafter as Trichosphaerium sp.). This isolate was originally collected from a seaweed ( Sargassum muticum ) from Alegria Beach, Hollister Ranch, Santa Barbara, California (ATCC.org). Although this isolate was collected from seaweed samples, it was grown in our laboratory using bacteria as sole food source.	PMC10521059	PMC10521059.1	7	1-3	STRAIN-ORGANISM:INHABITS	350723	Trichosphaerium	sp. atcc © 40318	ORGANISM	trichosphaerium	NCBITaxon:498011	Trichosphaerium	0.5095202922821045	0.8176683187484741	0.7856521010398865	NCBITaxon:498011	Trichosphaerium
In this study, we observed the life cycle, performed comparative transcriptomics, and sequenced a draft genome of Trichosphaerium sp. ATCC © 40318 ™ (referred hereafter as Trichosphaerium sp.). This isolate was originally collected from a seaweed ( Sargassum muticum ) from Alegria Beach, Hollister Ranch, Santa Barbara, California (ATCC.org). Although this isolate was collected from seaweed samples, it was grown in our laboratory using bacteria as sole food source.	PMC10521059	PMC10521059.1	7	1-3	STRAIN-ORGANISM:INHABITS	350723	Trichosphaerium	sp. atcc © 40318	ORGANISM	trichosphaerium	NCBITaxon:498011	Trichosphaerium	0.5652987360954285	0.7992051839828491	0.7856521010398865	NCBITaxon:498011	Trichosphaerium
Notes : Based on the NCBI BLASTn search results of the ITS, LSU and SSU sequences, Scolecoleotia eriocamporesi (strains IT3027A and IT3027B) showed 92% similarity with Urceolella carestiana (CBS 319.71), 96.26% similarity with Leotiomycetes sp. (BY-2018b) and 99.36% similarity with Dicephalospora rufocornea (MFLU 18-1827), respectively. Vu et al. ( 2019 ) obtained the sequence data of Unguicularia carestiana (= Urceolella carestiana strain CBS 319.71) from Müller’s collection (ETH 755, Switzerland).	PMC8648402	PMC8648402.1	984	1-2	STRAIN-ORGANISM:INHABITS	163452	Urceolella carestiana	cbs 319.71	ORGANISM	unguicularia carestiana	NCBITaxon:1071721	Urceolella carestiana	0.968020498752594	0.7445350885391235	0.8410012125968933	NCBITaxon:1071721	Urceolella carestiana
CBS 492.91 [[Chrysosporium botryoides]]	PMC4910497	PMC4910497.1	738	1	STRAIN-ORGANISM:INHABITS	79023	Xerochrysium xerophilum	cbs 492.91	ORGANISM	chrysosporium botryoides	NCBITaxon:1431126	Xerochrysium xerophilum	0.9998476505279541	0.8466916084289551	0.8656546473503113	NCBITaxon:1431126	Xerochrysium xerophilum
Zygnema sp. (SAG 2419), previously isolated from a sandy shore near the river Saalach in Salzburg, Austria, was used for the experiments. The alga was either cultivated for one month in liquid Waris-H medium ( McFadden & Melkonian 1986 ) or on 1.5% agar plates, containing BBM medium, as previously described by Herburger et al. (2015) . The algal strain clusters in phylogenetic analysis close to Zygnema circumcarinatum ( Herburger and Holzinger 2015 ), thus, we use this species name in the present study.	PMC5722205	PMC5722205.1	36	1-3	STRAIN-ORGANISM:INHABITS	395366	Zygnema	sag 2419	ORGANISM	zygnema	NCBITaxon:43951	Zygnema	0.9907855987548828	0.7449936866760254	0.8024358153343201	NCBITaxon:43951	Zygnema
The recency of the endosymbiosis matches with the observation that it is facultative and the prediction that endosymbiosis evolves higher dependence over time, and from a facultative to an obligate interaction ( Estrela et al. 2016 ). The young age of the phenotype could also help account for the observation that the genome expansion of M. tetrahymenae is a characteristic that evolved rapidly, at least in the context of the Chlorella and Micractinium clade, since its divergence from M. sp. CCAP 211/92.	PMC11834939	PMC11834939.1	20	4-5	STRAIN-ORGANISM:SYMBIONT_OF	345780	Chlorella	m. sp. ccap 211/92	ORGANISM	chlorella	NCBITaxon:3071	Chlorella	0.9345147609710693	0.7861313819885254	0.9027827978134155	NCBITaxon:3071	Chlorella
However, in a coculture of Symbiodinium strain CCMP2456 and common coral bacterial symbiont Endozoicomonas montiporae strain LMG24815, there was no measurable difference in coculture production rates compared to those in isolated cells ( 33 ), suggesting that symbiont interactions may not greatly affect superoxide production, at least under those conditions. Alternatively, coral and/or bacterial superoxide may be rapidly degraded within the mucus via reaction with organic carbon or metals.	PMC8546993	PMC8546993.1	22	13-14	STRAIN-ORGANISM:SYMBIONT_OF	212297	Symbiodinium	ccmp2456	ORGANISM	symbiodinium	NCBITaxon:2949	Symbiodinium	0.605574905872345	0.8234455585479736	0.8250634670257568	NCBITaxon:2949	Symbiodinium
Trichodesmium colonies are usually symbiotic with heterotrophic epibionts and other microorganisms including diatoms, proteobacteria, and other cyanobacteria ( 103 – 106 ). As the IMS101 culture was not stringently axenic in this study, some symbionts may assist the Fe absorption and storage of Trichodesmium under the HFe condition, while there is a competition between them for Fe utilization under the LFe condition.	PMC12090762	PMC12090762.1	26	7-8	STRAIN-ORGANISM:SYMBIONT_OF	212023	Trichodesmium	ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.7622913718223572	0.8749147057533264	0.9643285274505615	NCBITaxon:1205	Trichodesmium
Trichodesmium colonies are usually symbiotic with heterotrophic epibionts and other microorganisms including diatoms, proteobacteria, and other cyanobacteria ( 103 – 106 ). As the IMS101 culture was not stringently axenic in this study, some symbionts may assist the Fe absorption and storage of Trichodesmium under the HFe condition, while there is a competition between them for Fe utilization under the LFe condition.	PMC12090762	PMC12090762.1	26	7-8	STRAIN-ORGANISM:SYMBIONT_OF	212023	Trichodesmium	ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.7642324566841125	0.8756439089775085	0.9643285274505615	NCBITaxon:1205	Trichodesmium
However, since no other B 12 biosynthesis genes were detected in heterotrophic transcripts other than btuR , this opens the door for further investigation pertaining to the sources and sinks of cobalamins between Trichodesmium and its heterotrophic epibionts. A recent genome analysis of IMS101 heterotrophic epibionts revealed that an associated Alteromonas macleodii genome from this isolate is indeed a B 12 auxotroph (Lee et al., 2017a ).	PMC5816740	PMC5816740.1	17	4-5	STRAIN-ORGANISM:SYMBIONT_OF	212023	Trichodesmium	ims101	ORGANISM	trichodesmium	NCBITaxon:1205	Trichodesmium	0.6590229272842407	0.9145641326904297	0.9401348233222961	NCBITaxon:1205	Trichodesmium
